RECALL_ID|TOZAR_CD|TOZAR_TEUR|DEGEM|SHNAT_RECALL|BUILD_BEGIN_A|BUILD_END_A|SUG_RECALL|SUG_TAKALA|TEUR_TAKALA|OFEN_TIKUN|TKINA_EU|YEVUAN_TEUR|TELEPHONE|WEBSITE
"16143"|"009"|"BMW"|"1,3,X1,X3,M3"|"2025"|"2003-01-01"|"2012-03-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לכשל בכרית האוויר בצד הנהג ."|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16144"|"041"|"PEUGEOT"|"308 SW"|"2025"|"2016-02-01"|"2019-08-30"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"אפשרות לליקוי בתושבות הידוק חגורות הבטיחות של המושבים של השורה השנייה"|"טיפול"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.PEUGEOT.CO.IL/RECALL"
"16145"|"006"|"AUDI"|"E TRON GT"|"2025"|"2022-01-01"|"2023-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"בשל אפשרות להיווצרות סדקים בחלוף הזמן בצינורות הבלמים של הגלגלים הקדמיים, עלול לדלוף נוזל בלמים, וכתוצאה מכך פעולת הבלימ"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16146"|"067"|"OPEL"|"CORSA,MOKKA"|"2025"|"2024-07-01"|"2024-09-30"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"סיכוי לסדק גלגל שיניים בתיבת הגה כוח"|"החלפה"|"M1"|"דוד לובינסקי בעמ"|"*9190"|"WWW.OPEL.CO.IL/RECALL"
"16147"|"050"|"SEAT"|"ALTEA"|"2025"|"2009-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חומר ההנעה של כרית האוויר בצד הנהג עלול לאבד מתכונותיו בשל חשיפה ממושכת  לשינויים בטמפרטורה ולחות אוויר גבוהה. כתוצאה מכ"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16148"|"023"|"FORD"|"EDGE,EXPLORER,BRONCO"|"2025"|"2021-05-01"|"2021-10-30"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חשש לאפשרות של סדק בשסתומי המנוע העלול לגרום לנורית מנוע לדלוק ורכב יאבד כוח"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16149"|"023"|"FORD"|"F-150"|"2025"|"2022-03-16"|"2024-08-14"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"חשש לאפשרות של תקלה בתאי סוללת מתח גבוה שעלולה לגרום לקצר בסוללה."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16150"|"034"|"LAND ROVER"|"DISCOVERY 3/4 RRS"|"2025"|"2005-01-01"|"2016-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"במקרים קיצוניים חשש להתנתקות תפוח וו גרירה מקורי."|"טיפול"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"16151"|"023"|"FORD"|"MUSTANG"|"2025"|"2018-01-01"|"2023-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"חשש לאפשרות של כשל בתכנה בתיבת הגה חשמלית אשר עלולה לגרום לתנועה לא רצונית של גלגל הגה"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16152"|"009"|"BMW"|"S1000,M1000"|"2025"|"2009-01-01"|"2024-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לאפשרות של התקנת מסנן שמן מדגם לא תקין"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16153"|"009"|"BMW"|"IX1,I7,X1,X7,XM,7"|"2025"|"2022-08-01"|"2023-06-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של יחידת הבלם החשמלי המשולבת  במקרים אלה תתקבל התרעה בלוח שעונים."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16154"|"041"|"PEUGEOT"|"5008,3008,208"|"2025"|"2024-04-01"|"2025-07-30"|"תקלה סידרתית בטיחותית"|"מערכת הדלק"|"חשש לליקוי בהתקנת צינור הדלק"|"טיפול"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.PEUGEOT.CO.IL/RECALL"
"16155"|"010"|"CADILLAC"|"LYRIQ"|"2025"|"2020-01-01"|"2022-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"בהתאם להודעה שהתקבלה מהיצרן נמצא כי תצוגת הווידיאו של הנהג עלולה להיעלם לסירוגין בזמן הנהיגה. אם מצב זה מתרחש בזמן נהיגה"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
"16156"|"010"|"CADILLAC"|"CT5"|"2025"|"2020-01-01"|"2021-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"בהתאם להודעה שהתקבלה מהיצרן נמצא כי בחלק מהרכבים שסתום בקרת ההילוכים עלול להישחק לאורך הזמן. כתוצאה מכך ייתכן איבוד הדרג"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
"16157"|"031"|"KAWASAKI"|"NUNJA ZX 6R,ZX636J"|"2025"|"2024-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"הידוק-יתר של ברגי החיזוק של בית גל הארכובה (הן ברכבים החדשים והן באלה המשומשים)"|"בדיקה"|"M1"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|"WWW.METRO.CO.IL/RECALL"
"16158"|"011"|"CHEVROLET"|"SILVERADO"|"2025"|"2020-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"בהתאם להודעה שהתקבלה מהיצרן נמצא כי שסתום בקרת ההילוכים עלול להישחק לאורך הזמן. כתוצאה מכך ייתכן איבוד הדרגתי של לחץ בתו"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"16160"|"041"|"PEUGEOT"|"208,2008"|"2025"|"2020-08-01"|"2023-03-30"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"סיכוי לתקלה במדחס המזגן"|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.PEUGEOT.CO.IL/RECALL"
"16162"|"009"|"BMW"|"M 1000 XR"|"2025"|"2024-11-01"|"2025-01-30"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"חשש לאפשרות של כשל במשכך היגוי שעלול לגרום לתנועה קשיחה של ההגה ."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16163"|"009"|"BMW"|"X3"|"2025"|"2024-12-01"|"2025-05-30"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לכשל בשתי משענות ראש אחוריות אשר אינן תקינות"|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16164"|"009"|"BMW"|"1,3,X1,X3,M3"|"2025"|"2003-11-01"|"2012-03-30"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לכשל בכרית האוויר בצד הנהג"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16165"|"039"|"MITSUBISHI"|"FUSO CANTER"|"2025"|"2019-01-01"|"2019-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"במקרים מסוימים ייתכן כי קפיצי העלים יכולים להשבר"|"בדיקה"|"M1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"16166"|"009"|"BMW"|"I5"|"2025"|"2022-08-01"|"2024-08-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של מגבר הבלם החשמלי במקרים אלה תתקבל התרעה בלוח שעונים"|"טיפול"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16167"|"057"|"VOLKSWAGEN"|"POLO,TRANSPORTER,PASSAT,GOLF,CRAFTER"|"2025"|"2008-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חומר ההנעה של כרית האוויר בצד הנהג עלול לאבד מתכונותיו בשל חשיפה ממושכת לשינויים בטמפרטורה ולחות אוויר גבוהה. כתוצאה מכך"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16168"|"006"|"AUDI"|"Q4,E-TRON"|"2025"|"2022-01-01"|"2024-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"יתכן מצב בו בלם החניה החשמלי לא יופעל כהלכה. לפני יציאה מהרכב ממליץ היצרן לוודא כי נדלק חיווי אדום בלוח המכוונים על הפעל"|"עדכון תוכנה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16169"|"009"|"BMW"|"4"|"2025"|"2024-01-01"|"2024-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לאפשרות של תקלה בפונקציית אבחון ביחידת בקרה שיושמה באופן שגוי ועלולה לגרום לנורית אזהרת מנוע לדלוק גם כאשר התקלה אינ"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16170"|"001"|"TOYOTA"|"LANDCRUISER"|"2025"|"2021-07-01"|"2022-11-30"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"קיימת אפשרות שפסולת עיבוד מנוע בגודל וכמות מסוימת לא פונתה מהמנוע במהלך הייצור ועלולה להוביל לכשל במסבי גל הארכובה וכתוצ"|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"16171"|"009"|"BMW"|"I5,IX1,X1,X2,X5,X6,XM,5,7"|"2025"|"2022-07-01"|"2024-08-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של מגבר הבלם החשמלי במקרים אלה תתקבל התרעה בלוח שעונים"|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16172"|"009"|"BMW"|"I5,I7,X2,X7,X5,X6,XM,5,7"|"2025"|"2022-07-01"|"2024-02-28"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של מגבר הבלם החשמלי במקרים אלה תתקבל התרעה בלוח שעונים ."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16173"|"037"|"MAN"|"TGL,TGM,TGS,TGX"|"2025"|"2024-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"נזק במוט ובמפרק ההיגוי"|"בדיקה"|"M1"|"מכשירי תנועה ומשאיות"|"03-9639000,  252*"|"WWW.MAN.CO.IL"
"16174"|"016"|"DAF"|"XB"|"2025"|"2024-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"שינוי חיווט ועדכון תוכנה במשאית XB"|"טיפול"|"M1"|"תעבורה אחזקות בעמ"|"08-9270515/6"|"WWW.DAF.CO.IL"
"16175"|"057"|"VOLKSWAGEN"|"ATLAS"|"2025"|"2024-01-01"|"2024-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"יתכן כי בשל חיבור רופף של כיסוי המנוע, ייתכן מצב בו עלול הכיסוי להשתחרר ממקומו ולבוא במגע עם הטורבו. כתוצאה מכך עלולים ל"|"טיפול"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16176"|"057"|"VOLKSWAGEN"|"HIPOSHIT"|"2025"|"2015-01-01"|"2019-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חומר ההנעה של כרית האוויר בצד הנהג עלול לאבד מתכונותיו בשל חשיפה ממושכת  לשינויים בטמפרטורה ולחות אוויר גבוהה. כתוצאה מכ"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16177"|"026"|"HYUNDAI"|"I-30,ELANTRA"|"2025"|"2008-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"כלי רכב מסוימים עלולים לחוות פעולה חריגה של כרית אוויר של הנהג"|"החלפה"|"M1"|"כלמוביל יונדאי"|"*5606"|"WWW.HYUNDAIMOTORS.CO.IL"
"16178"|"051"|"SKODA"|"FABIA,RAPID,YETI,OCTAVIA,SUPERB"|"2025"|"2013-01-01"|"2018-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"יתכן כי חומר ההנעה של כרית האוויר הקדמית בצד הנהג עלול לאבד מתכונותיו  בשל חשיפה ממושכת לשינויים משמעותיים בטמפרטורה ולח"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16179"|"051"|"SKODA"|"FABIA,SUPERB"|"2025"|"2025-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיימת אפשרות שבמקרה של תאונה מפעילת כרית אוויר נוסע מושב קדמי תיתכן הגנה מופחתת או פגיעה לנוסע. בהתאם נדרשת החלפ ת כרית"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16180"|"050"|"SEAT"|"TOLEDO,LEON"|"2025"|"2013-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"יתכן שחומר הנעת כרית האוויר הקדמית בצד נהג יאבד מתכונותיו בשל חשיפה ממושכת לשינויים משמעותיים בטמפ' ולחות אוויר גבוהה, ו"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
"16181"|"023"|"FORD"|"MUSTANG"|"2025"|"2018-01-01"|"2023-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"חשש לאפשרות של כשל בתכנה בתיבת הגה חשמלית אשר עלולה לגרום לתנועה לא רצונית של גלגל הגה"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16182"|"009"|"BMW"|"XM"|"2025"|"2022-01-01"|"2023-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה במערכת בלימה במקרים אלה תתקבל התראה בלוח שעונים ."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16183"|"009"|"BMW"|"3"|"2025"|"1999-01-01"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חשש לכשל בנפץ כרית האוויר בצד הנוסע עקב חדירת לחות"|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16184"|"023"|"FORD"|"F-250"|"2025"|"2022-10-04"|"2024-03-14"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לאפשרות של חדירת מים העלולה לגרום לתקלה במערכת המצלמה האחורית."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16185"|"067"|"OPEL"|"GRANLAND,COMBO"|"2025"|"2020-03-01"|"2021-04-30"|"תקלה סידרתית בטיחותית"|"מערכת הפליטה"|"אפשרות לאי התאמת תקן פליטת מזהמים."|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"*9190"|"WWW.OPEL.CO.IL/RECALL"
"16186"|"041"|"PEUGEOT"|"2008,3008,5008,BOXER"|"2025"|"2018-10-01"|"2024-10-30"|"תקלה סידרתית בטיחותית"|"מערכת הפליטה"|"אפשרות לאי התאמת תקן פליטת מזהמים"|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.PEUGEOT.CO.IL/RECALL"
"16187"|"120"|"DS AUTOMOBILES"|"DS,DS7"|"2025"|"2018-05-01"|"2021-07-30"|"תקלה סידרתית בטיחותית"|"מערכת הפליטה"|"אפשרות לאי התאמת תקן פליטת מזהמים."|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"073-2799220"|"WWW.ONLINE.DSAUTOMOBILES.CO.IL/RECALL"
"16188"|"030"|"JEEP"|"AVENGER"|"2025"|"2024-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הדלק"|"אפשרות לדליפת דלק בצינור הלחץ הגבוה ובתרחיש הגרוע ביותר לשריפה ברכב עקב שחרור של האומים."|"טיפול"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"JEEP.CO.IL"
"16189"|"011"|"CHEVROLET"|"CAMARO"|"2025"|"2020-01-01"|"2022-12-31"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"בהתאם להודעה שהתקבלה מהיצרן נמצא כי בחלק מהרכבים שסתום בקרת ההילוכים עלול להישחק לאורך הזמן. כתוצאה מכך ייתכן איבוד הדרג"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"16190"|"013"|"CITROEN"|"BERLINGO,C4,SPACETOURER,C5,AIRCROSS,JUMPY"|"2025"|"2018-11-01"|"2022-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הפליטה"|"אפשרות לאי התאמת תקן פליטת מזהמים"|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.CITROEN.CO.IL/RECALL"
"16191"|"001"|"TOYOTA"|"PROACE,PROACE CITY"|"2025"|"2017-07-01"|"2021-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"הקריאה הוכרזה בשל החשש שנורת חיווי התקלה לא תידלק בעת תקלה במערכת הקטליטית/ממיר החלקיקים DPF, עקב שגיאה בתוכנה של יחידת"|"עדכון תוכנה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"16192"|"023"|"FORD"|"BRONCO SPORT"|"2025"|"2020-07-08"|"2023-01-12"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לאפשרות של תקלת תוכנה העלולה לגרום היווצרות סדק במזרק לחץ."|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16193"|"023"|"FORD"|"BRONCO SPORT"|"2025"|"2020-02-05"|"2022-08-29"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"חשש לאפשרות שהותקנה ברכב סוללה V12 לא מאושרת"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16194"|"002"|"MAZDA"|"MX5"|"2025"|"2024-01-09"|"2024-12-06"|"תקלה סידרתית בטיחותית"|"מערכת יציבות"|"חשש לאפשרות שנורית בקרת יציבות לא תדלוק בעת הצורך, עקב תקלה במודול יחידה הידראולית DSC"|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"16195"|"025"|"HARLEY DAVIDSON"|"SOFTAIL"|"2025"|"2018-01-01"|"2024-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"התגלה ליקוי בתושבת המקורית של מכוון העומס, שעלול לגרום לקריסת התושבת ולהביא למגע של מכוון העומס עם הצמיג האחורי של האופנ"|"טיפול"|"M1"|"אלבר צי רכב )ר.צ( בעמ"|"03-5058000"|""
"16196"|"038"|"MERCEDES BENZ"|"EQA 243"|"2025"|"2024-01-01"|"2024-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"ייתכן כי פיוז פירו-טכני רופף עלול לנוע במהלך נסיעה, לגרום לנזק לצמת החשמל, ולפגוע בתפקודו. בכלי רכב מונעי חשמל, נזק לצמה"|"בדיקה"|"M1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.COLMOBIL-RECALL.CO.IL"
"16197"|"001"|"TOYOTA"|"CAMRY,C-HR,COROLLA,COROLLA CROSS,HIGHLANDER,RAV4,RAV4 PHEV"|"2025"|"2022-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"הקריאה הוכרזה בשל החשש שתצוגת לוח השעונים לא תפעל, עקב שגיאה בתוכנת מד המהירות. נסיעה במצב האמור עלולה להגביר את הסיכון"|"עדכון תוכנה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"16198"|"063"|"LEXUS"|"LBX,LM,LS500,500 H"|"2025"|"2023-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"הקריאה הוכרזה בשל החשש שתצוגת לוח השעונים לא תפעל, עקב שגיאה בתוכנת מד המהירות. נסיעה במצב האמור עלולה להגביר את הסיכון"|"עדכון תוכנה"|"M1"|"יוניון מוטורס בעמ"|"03-7613333"|"WWW.LEXUS.CO.IL"
"16199"|"004"|"ALFA ROMEO"|"JUNIOR MHEV"|"2025"|"2024-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הדלק"|"אפשרות לדליפת דלק בצינור הלחץ הגבוה ובתרחיש הגרוע ביותר לשריפה ברכב עקב שחרור של האומים"|"טיפול"|"M1"|"סמלת מוטורס בעמ"|"*8545"|"WWW.ALFAROMEO.CO.IL"
"16200"|"041"|"PEUGEOT"|"BOXER"|"2025"|"2025-05-01"|"2025-07-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"ליקוי בשחרור בלימת החירום האוטומטית (AEB)."|"עדכון תוכנה"|"M1"|"דוד לובינסקי בעמ"|"*3038"|"WWW.ONLINE.PEUGEOT.CO.IL/RECALL"
"16201"|"034"|"LAND ROVER"|"NEW RANGE ROVER EVOQUE,DISCOVERY SPORT"|"2025"|"2023-01-01"|"2026-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"במקרים קיצוניים חשש לאובדן כוח מנוע עקב בעיית תוכנה במערכת החשמל"|"עדכון תוכנה"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"16202"|"009"|"BMW"|"I5,IX1,X1,X2,X5,X6,XM,5,7"|"2025"|"2022-07-01"|"2024-08-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של מגבר הבלם החשמלי במקרים אלה תתקבל התרעה בלוח שעונים"|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16203"|"009"|"BMW"|"I5,IX1,X1,X2,X5,X6,XM,5,7"|"2025"|"2022-07-01"|"2024-08-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של מגבר הבלם החשמלי במקרים אלה תתקבל התרעה בלוח שעונים ."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16204"|"023"|"FORD"|"CONNECT"|"2025"|"2013-04-22"|"2021-04-30"|"תקלה סידרתית בטיחותית"|"מערכת העברת כוח"|"חשש לכשל בתותב כבל ידית הילוכים."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16205"|"023"|"FORD"|"F-150"|"2025"|"2021-10-14"|"2023-03-28"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לאפשרות שפנס בלימה אחורי לא יפעל כתוצאה מסדקים מיקרוסקופיים ."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.FORD.CO.IL"
"16206"|"009"|"BMW"|"I5,I7,X2,X7,X5,X6,XM,5,7"|"2025"|"2022-07-01"|"2024-02-28"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש לאפשרות של תקלה באותות אלקטרוניקה של מגבר הבלם החשמלי במקרים אלה תתקבל התרעה בלוח שעונים ."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"16207"|"001"|"TOYOTA"|"PROACE"|"2025"|"2016-01-01"|"2022-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"הקריאה הוכרזה בשל החשש להיווצרות קורוזיה על בורג זרוע המתלה הקדמי, עקב סיבות הנוגעות לתהליכי ייצור וגורמים חיצוניים המשפ"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"16208"|"038"|"MERCEDES BENZ"|"EQE,GLC,C"|"2025"|"2022-01-01"|"2025-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"ייתכן והידוק החיבור של מוט ההיגוי אינו עומד במפרט. במצב זה, ייתכן שהחיבור המכני בין גלגל ההגה לבין מוט ההיגוי ישתחרר עם"|"בדיקה"|"M1"|"כלמוביל מרצדס"|"03-9153030"|"WWW.COLMOBIL-RECALL.CO.IL"
"16209"|"002"|"MAZDA"|"MX5"|"2025"|"2024-01-09"|"2024-12-06"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש לאפשרות שנורית בקרת יציבות לא תדלוק בעת הצורך, עקב תקלה במודול יחידה הידראולית DSC ."|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"16210"|"057"|"VOLKSWAGEN"|"POLO,TRANSPORTER,PASSAT,GOLF,CRAFTER"|"2025"|"2008-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"חומר ההנעה של כרית האוויר בצד הנהג עלול לאבד מתכונותיו בשל חשיפה ממושכת לשינויים בטמפרטורה ולחות אוויר גבוהה. כתוצאה מכך"|"החלפה"|"M1"|"צ'מפיון מוטורס בעמ"|"03-5775236"|"WWW.CHAMPIONMOTORS.CO.IL/SERVICE/SERVICE-CENTERS"
